,,,1 - Growl,,,,1 - Growl,,,,1 - Growl,,,,,,,,,,,,,,,,,,,,
,,,1 - Scratch,,,,1 - Scratch,,,,1 - Scratch,,,,,,,,,,,,,,,,,,,,
,,,8 - Poison Fang,,,,8 - Poison Fang,,,,8 - Poison Fang,,,,,,,,,,,,,,,,,,,,
,,,12 - Double Kick,,,,12 - Double Kick,,,,12 - Double Kick,,,,,,,,,,,,,,,,,,,,
,,,16 - Bulldoze,,,,16 - Bulldoze,,,,16 - Bulldoze,,,,,,,,,,,,,,,,,,,,
,POISON,,22 - Crunch,,POISON,GROUND,22 - Crunch,,POISON,GROUND,22 - Crunch,,,,,,,,,,,,,,,,,,,,
,Ability 1,Poison Point,26 - Fire Fang,,Ability 1,Sheer Force,26 - Fire Fang,,Ability 1,Sheer Force,26 - Fire Fang,,,,,,,,,,,,,,,,,,,,
,Ability 2,Poison Point,26 - Ice Fang,,Ability 2,Sheer Force,26 - Ice Fang,,Ability 2,Sheer Force,26 - Ice Fang,,,,,,,,,,,,,,,,,,,,
,Base Stats,,26 - Thunder Fang,,Base Stats,,26 - Thunder Fang,,Base Stats,,26 - Thunder Fang,,,,,,,,,,,,,,,,,,,,
,HP,46,30 - Drill Run,,HP,51(-10),30 - Drill Run,,HP,71(-10),30 - Drill Run,,,,,,,,,,,,,,,,,,,,
,Attack,57,34 - Poison Jab,,Attack,92(+10),34 - Poison Jab,,Attack,112(+10),34 - Poison Jab,,,,,,,,,,,,,,,,,,,,
,Defense,40,38 - Fire Punch,,Defense,57,38 - Fire Punch,,Defense,77,38 - Fire Punch,,,,,,,,,,,,,,,,,,,,
,Special Attack,40,38 - Ice Punch,,Special Attack,70(+15),38 - Ice Punch,,Special Attack,95(+10),38 - Ice Punch,,,,,,,,,,,,,,,,,,,,
,Special Defense,40,38 - ThunderPunch,,Special Defense,55,38 - ThunderPunch,,Special Defense,75,38 - ThunderPunch,,,,,,,,,,,,,,,,,,,,
,Speed,50,44 - Earth Power,,Speed,80(+15),44 - Earth Power,,Speed,95(+10),44 - Earth Power,,,,,,,,,,,,,,,,,,,,
,,,50 - Earthquake,,Evolves at level 16.,,50 - Earthquake,,Evolves at level 36.,,50 - Earthquake,,,,,,,,,,,,,,,,,,,,
,,,65 - Gunk Shot,,,,65 - Gunk Shot,,"Now learns TM16, TM19, TM33",,65 - Gunk Shot,,,,,,,,,,,,,,,,,,,,
,,,65 - Sludge Wave,,,,65 - Sludge Wave,,,,65 - Sludge Wave,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Clefairy,,Learnset,,Clefable,,Learnset,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Stealth Rock,,,,1 - Stealth Rock,,,,,,,,,,,,,,,,,,,,,,,,
,,,5 - Encore,,,,5 - Encore,,,,,,,,,,,,,,,,,,,,,,,,
,,,9 - Swift,,,,9 - Swift,,,,,,,,,,,,,,,,,,,,,,,,
,,,13 - Knock Off,,,,13 - Knock Off,,,,,,,,,,,,,,,,,,,,,,,,
,,,21 - Flamethrower,,,,21 - Flamethrower,,,,,,,,,,,,,,,,,,,,,,,,
,NORMAL,,21 - Thunderbolt,,NORMAL,,21 - Thunderbolt,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 1,Magic Guard,21 - Ice Beam,,Ability 1,Magic Guard,21 - Ice Beam,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 2,Magic Guard,28 - Helping Hand,,Ability 2,Magic Guard,28 - Helping Hand,,,,,,,,,,,,,,,,,,,,,,,,
,Base Stats,,32 - Tri Attack,,Base Stats,,32 - Tri Attack,,,,,,,,,,,,,,,,,,,,,,,,
,HP,80(+10),37 - Softboiled,,HP,105(+10),37 - Softboiled,,,,,,,,,,,,,,,,,,,,,,,,
,Attack,45,45 - Gravity,,Attack,50(-20),45 - Gravity,,,,,,,,,,,,,,,,,,,,,,,,
,Defense,60(+12),50 - Follow Me,,Defense,75(+2),50 - Follow Me,,,,,,,,,,,,,,,,,,,,,,,,
,Special Attack,90(+30),55 - Hyper Beam,,Special Attack,105(+10),55 - Hyper Beam,,,,,,,,,,,,,,,,,,,,,,,,
,Special Defense,85(+20),,,Special Defense,120(+30),,,,,,,,,,,,,,,,,,,,,,,,,
,Speed,35,,,Speed,60,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Evolves at level 25.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vulpix,,Learnset,,Ninetales,,Learnset,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Ember,,,,1 - Ember,,,,,,,,,,,,,,,,,,,,,,,,
,,,5 - Tail Whip,,,,5 - Tail Whip,,,,,,,,,,,,,,,,,,,,,,,,
,,,9 - Night Shade,,,,9 - Night Shade,,,,,,,,,,,,,,,,,,,,,,,,
,,,13 - Quick Attack,,,,13 - Quick Attack,,,,,,,,,,,,,,,,,,,,,,,,
,,,17 - Will-O-Wisp,,,,17 - Will-O-Wisp,,,,,,,,,,,,,,,,,,,,,,,,
,FIRE,,21 - Flame Burst,,FIRE,GHOST,21 - Flame Burst,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 1,Flash Fire,25 - Hex,,Ability 1,Flash Fire,25 - Hex,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 2,Flash Fire,29 - Imprison,,Ability 2,Flash Fire,29 - Imprison,,,,,,,,,,,,,,,,,,,,,,,,
,Base Stats,,33 - Shadow Ball,,Base Stats,,33 - Shadow Ball,,,,,,,,,,,,,,,,,,,,,,,,
,HP,39(+1),40 - Flamethrower,,HP,73,40 - Flamethrower,,,,,,,,,,,,,,,,,,,,,,,,
,Attack,41,49 - Heat Wave,,Attack,76,49 - Heat Wave,,,,,,,,,,,,,,,,,,,,,,,,
,Defense,40,55 - Overheat,,Defense,75,55 - Overheat,,,,,,,,,,,,,,,,,,,,,,,,
,Special Attack,90(+40),,,Special Attack,111(+30),,,,,,,,,,,,,,,,,,,,,,,,,
,Special Defense,65,,,Special Defense,105(+5),,,,,,,,,,,,,,,,,,,,,,,,,
,Speed,85(+20),,,Speed,110(+10),,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Evolves via Fire Stone.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Now learns TM29, TM30",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jigglypuff,,Learnset,,Wigglytuff,,Learnset,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Sing,,,,1 - Sing,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Stealth Rock,,,,1 - Stealth Rock,,,,,,,,,,,,,,,,,,,,,,,,
,,,9 - Echoed Voice,,,,9 - Echoed Voice,,,,,,,,,,,,,,,,,,,,,,,,
,,,14 - Disable,,,,14 - Disable,,,,,,,,,,,,,,,,,,,,,,,,
,,,19 - Swift,,,,19 - Swift,,,,,,,,,,,,,,,,,,,,,,,,
,NORMAL,,27 - Thunderbolt,,NORMAL,,27 - Thunderbolt,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 1,Soundproof,27 - Ice Beam,,Ability 1,Soundproof,27 - Ice Beam,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 2,Soundproof,27 - Flamethrower,,Ability 2,Soundproof,27 - Flamethrower,,,,,,,,,,,,,,,,,,,,,,,,
,Base Stats,,34 - Yawn,,Base Stats,,34 - Yawn,,,,,,,,,,,,,,,,,,,,,,,,
,HP,135(+20),39 - Fake Out,,HP,160(+20),39 - Fake Out,,,,,,,,,,,,,,,,,,,,,,,,
,Attack,40(-5),44 - Hyper Voice,,Attack,65(-5),44 - Hyper Voice,,,,,,,,,,,,,,,,,,,,,,,,
,Defense,85(+65),50 - Thunder Wave,,Defense,110(+65),50 - Thunder Wave,,,,,,,,,,,,,,,,,,,,,,,,
,Special Attack,85(+40),60 - Hyper Beam,,Special Attack,110(+25),60 - Hyper Beam,,,,,,,,,,,,,,,,,,,,,,,,
,Special Defense,40(+15),,,Special Defense,65(+15),,,,,,,,,,,,,,,,,,,,,,,,,
,Speed,5(-15),,,Speed,30(-15),,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Evolves at level 25.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Zubat,,Learnset,,Golbat,,Learnset,,Crobat,,Learnset,,,,,,,,,,,,,,,,,,,,
,,,1 - Heat Wave,,,,1 - Heat Wave,,,,1 - Heat Wave,,,,,,,,,,,,,,,,,,,,
,,,1 - Giga Drain,,,,1 - Giga Drain,,,,1 - Giga Drain,,,,,,,,,,,,,,,,,,,,
,,,5 - Poison Fang,,,,5 - Poison Fang,,,,5 - Poison Fang,,,,,,,,,,,,,,,,,,,,
,,,5 - Wing Attack,,,,5 - Wing Attack,,,,5 - Wing Attack,,,,,,,,,,,,,,,,,,,,
,,,11 - Mega Drain,,,,11 - Mega Drain,,,,11 - Mega Drain,,,,,,,,,,,,,,,,,,,,
,POISON,FLYING,15 - Bite,,POISON,FLYING,15 - Bite,,POISON,FLYING,15 - Bite,,,,,,,,,,,,,,,,,,,,
,Ability 1,Inner Focus,21 - Roost,,Ability 1,Inner Focus,21 - Roost,,Ability 1,Inner Focus,21 - Roost,,,,,,,,,,,,,,,,,,,,
,Ability 2,Infiltrator,27 - Crunch,,Ability 2,Infiltrator,27 - Crunch,,Ability 2,Infiltrator,27 - Crunch,,,,,,,,,,,,,,,,,,,,
,Base Stats,,35 - Aerial Ace,,Base Stats,,35 - Aerial Ace,,Base Stats,,35 - Aerial Ace,,,,,,,,,,,,,,,,,,,,
,HP,40,39 - Taunt,,HP,75,39 - Taunt,,HP,85,39 - Taunt,,,,,,,,,,,,,,,,,,,,
,Attack,65(+20),44 - Cross Poison,,Attack,85(+5),44 - Cross Poison,,Attack,100(+10),44 - Cross Poison,,,,,,,,,,,,,,,,,,,,
,Defense,35,48 - Acrobatics,,Defense,70,48 - Acrobatics,,Defense,80,48 - Acrobatics,,,,,,,,,,,,,,,,,,,,
,Special Attack,50(+20),52 - Haze,,Special Attack,75(+10),52 - Haze,,Special Attack,90(+20),52 - Haze,,,,,,,,,,,,,,,,,,,,
,Special Defense,40,56 - Brave Bird,,Special Defense,75,56 - Brave Bird,,Special Defense,80,56 - Brave Bird,,,,,,,,,,,,,,,,,,,,
,Speed,75(+20),60 - Quick Guard,,Speed,100(+10),60 - Quick Guard,,Speed,130,60 - Quick Guard,,,,,,,,,,,,,,,,,,,,
,,,62 - Tailwind,,Evolves at level 22.,,62 - Tailwind,,Evolves at level 36.,,62 - Tailwind,,,,,,,,,,,,,,,,,,,,
,,,65 - U-Turn,,,,65 - U-Turn,,,,65 - U-Turn,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oddish,,Learnset,,Gloom,,Learnset,,Vileplume,,Learnset,,Bellossom,,Learnset,,,,,,,,,,,,,,,,
,,,1 - Absorb,,,,1 - Absorb,,,,1 - Absorb,,,,1 - Absorb,,,,,,,,,,,,,,,,
,,,1 - Leech Seed,,,,1 - Leech Seed,,,,1 - Leech Seed,,,,1 - Leech Seed,,,,,,,,,,,,,,,,
,,,7 - Acid,,,,7 - Acid,,,,7 - Acid,,,,7 - Ember,,,,,,,,,,,,,,,,
,,,10 - Mega Drain,,,,10 - Mega Drain,,,,10 - Mega Drain,,,,10 - Mega Drain,,,,,,,,,,,,,,,,
,,,14 - PoisonPowder,,,,14 - PoisonPowder,,,,14 - PoisonPowder,,,,14 - PoisonPowder,,,,,,,,,,,,,,,,
,GRASS,POISON,16 - Stun Spore,,GRASS,POISON,16 - Stun Spore,,GRASS,POISON,16 - Stun Spore,,GRASS,FIRE,16 - Stun Spore,,,,,,,,,,,,,,,,
,Ability 1,Chlorophyll,18 - Sleep Powder,,Ability 1,Chlorophyll,18 - Sleep Powder,,Ability 1,Chlorophyll,18 - Sleep Powder,,Ability 1,Flash Fire,18 - Sleep Powder,,,,,,,,,,,,,,,,
,Ability 2,Shield Dust,22 - Sludge,,Ability 2,Shield Dust,22 - Sludge,,Ability 2,Shield Dust,22 - Sludge,,Ability 2,Chlorophyll,22 - Flame Burst,,,,,,,,,,,,,,,,
,Base Stats,,27 - Giga Drain,,Base Stats,,27 - Giga Drain,,Base Stats,,27 - Giga Drain,,Base Stats,,27 - Giga Drain,,,,,,,,,,,,,,,,
,HP,55(+10),30 - Acid Spray,,HP,80(+20),30 - Acid Spray,,HP,95(+20),30 - Acid Spray,,HP,95(+20),33 - Flamethrower,,,,,,,,,,,,,,,,
,Attack,50,33 - Sludge Bomb,,Attack,55(-10),33 - Sludge Bomb,,Attack,55(-25),33 - Sludge Bomb,,Attack,55(-25),37 - Synthesis,,,,,,,,,,,,,,,,
,Defense,75(+20),37 - Synthesis,,Defense,90(+20),37 - Synthesis,,Defense,125(+40),37 - Synthesis,,Defense,80(-15),42 - Heat Wave,,,,,,,,,,,,,,,,
,Special Attack,85(+10),42 - Clear Smog,,Special Attack,100(+15),42 - Clear Smog,,Special Attack,110,42 - Clear Smog,,Special Attack,110(+20),45 - Weather Ball,,,,,,,,,,,,,,,,
,Special Defense,65,45 - Weather Ball,,Special Defense,75,45 - Weather Ball,,Special Defense,80(-10),45 - Weather Ball,,Special Defense,125(+25),50 - Rage Powder,,,,,,,,,,,,,,,,
,Speed,30,50 - Rage Powder,,Speed,40,50 - Rage Powder,,Speed,50,50 - Rage Powder,,Speed,50,55 - Overheat,,,,,,,,,,,,,,,,
,Now learns TM19,,55 - Sludge Wave,,Evolves at level 16.,,55 - Sludge Wave,,Evolves at level 35.,,55 - Sludge Wave,,Evolves via Sun Stone.,,60 - Leaf Storm,,,,,,,,,,,,,,,,
,,,60 - Leaf Storm,,"Now learns TM19, TM77",,60 - Leaf Storm,,"Now learns TM19, TM77",,60 - Leaf Storm,,"Now learns TM19, TM77",,65 - Petal Dance,,,,,,,,,,,,,,,,
,,,65 - Petal Dance,,,,65 - Petal Dance,,,,65 - Petal Dance,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Paras,,Learnset,,Parasect,,Learnset,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Shadow Sneak,,,,1 - Shadow Sneak,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Stun Spore,,,,1 - Stun Spore,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - PoisonPowder,,,,1 - PoisonPowder,,,,,,,,,,,,,,,,,,,,,,,,
,,,10 - Astonish,,,,10 - Astonish,,,,,,,,,,,,,,,,,,,,,,,,
,,,13 - Bug Bite,,,,13 - Bug Bite,,,,,,,,,,,,,,,,,,,,,,,,
,BUG,GHOST,19 - Leech Life,,BUG,GHOST,19 - Leech Life,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 1,Water Absorb,27 - Shadow Claw,,Ability 1,Water Absorb,27 - Shadow Claw,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 2,Water Absorb,32 - X-Scissor,,Ability 2,Water Absorb,32 - X-Scissor,,,,,,,,,,,,,,,,,,,,,,,,
,Base Stats,,36 - Spikes,,Base Stats,,36 - Spikes,,,,,,,,,,,,,,,,,,,,,,,,
,HP,65(+30),44 - Spore,,HP,90(+30),44 - Spore,,,,,,,,,,,,,,,,,,,,,,,,
,Attack,80(+10),50 - Recover,,Attack,120(+25),50 - Recover,,,,,,,,,,,,,,,,,,,,,,,,
,Defense,65(+10),53 - Rage Powder,,Defense,90(+10),53 - Rage Powder,,,,,,,,,,,,,,,,,,,,,,,,
,Special Attack,45,,,Special Attack,60,,,,,,,,,,,,,,,,,,,,,,,,,
,Special Defense,65(+10),,,Special Defense,90(+10),,,,,,,,,,,,,,,,,,,,,,,,,
,Speed,25,,,Speed,30,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Evolves at level 35.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Now learns TM65,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FR,,,,,,,,,,,,,,,,,,,,,,,,,,
,Venonat,,Learnset,,Venomoth,,Learnset,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Silver Wind,,,,1 - Silver Wind,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Tackle,,,,1 - Tackle,,,,,,,,,,,,,,,,,,,,,,,,
,,,9 - Sludge,,,,9 - Sludge,,,,,,,,,,,,,,,,,,,,,,,,
,,,17 - Sleep Powder,,,,17 - Sleep Powder,,,,,,,,,,,,,,,,,,,,,,,,
,,,17 - Stun Spore,,,,17 - Stun Spore,,,,,,,,,,,,,,,,,,,,,,,,
,BUG,POISON,17 - PoisonPowder,,BUG,PSYCHIC,17 - PoisonPowder,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 1,Shield Dust,23 - Psybeam,,Ability 1,Shield Dust,23 - Psybeam,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 2,Shield Dust,27 - Signal Beam,,Ability 2,Shield Dust,27 - Signal Beam,,,,,,,,,,,,,,,,,,,,,,,,
,Base Stats,,31 - Psychic,,Base Stats,,31 - Psychic,,,,,,,,,,,,,,,,,,,,,,,,
,HP,90(+30),33 - U-Turn,,HP,70,33 - U-Turn,,,,,,,,,,,,,,,,,,,,,,,,
,Attack,40(-15),35 - Bug Buzz,,Attack,65,35 - Bug Buzz,,,,,,,,,,,,,,,,,,,,,,,,
,Defense,50,50 - Psycho Boost,,Defense,70(+10),50 - Psycho Boost,,,,,,,,,,,,,,,,,,,,,,,,
,Special Attack,80(+40),60 - Tailwind,,Special Attack,110(+20),60 - Tailwind,,,,,,,,,,,,,,,,,,,,,,,,
,Special Defense,55,,,Special Defense,75,,,,,,,,,,,,,,,,,,,,,,,,,
,Speed,45,,,Speed,110(+20),,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Evolves at level 25.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Now learns TM03, TM30",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Diglett,,Learnset,,Dugtrio,,Learnset,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Reversal,,,,1 - Reversal,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Tackle,,,,1 - Tackle,,,,,,,,,,,,,,,,,,,,,,,,
,,,5 - Growl,,,,5 - Growl,,,,,,,,,,,,,,,,,,,,,,,,
,,,7 - Endure,,,,7 - Endure,,,,,,,,,,,,,,,,,,,,,,,,
,,,10 - Bulldoze,,,,10 - Bulldoze,,,,,,,,,,,,,,,,,,,,,,,,
,GROUND,FIGHTING,15 - Rock Smash,,GROUND,FIGHTING,15 - Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 1,Arena Trap,20 - Rock Slide,,Ability 1,Arena Trap,20 - Rock Slide,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 2,Arena Trap,27 - Dig,,Ability 2,Arena Trap,27 - Dig,,,,,,,,,,,,,,,,,,,,,,,,
,Base Stats,,30 - Stone Edge,,Base Stats,,30 - Stone Edge,,,,,,,,,,,,,,,,,,,,,,,,
,HP,30(+20),35 - Submission,,HP,50(+15),35 - Submission,,,,,,,,,,,,,,,,,,,,,,,,
,Attack,75(+20),40 - Vital Throw,,Attack,120(+40),40 - Vital Throw,,,,,,,,,,,,,,,,,,,,,,,,
,Defense,25,44 - Earthquake,,Defense,50,44 - Earthquake,,,,,,,,,,,,,,,,,,,,,,,,
,Special Attack,35,48 - Sucker Punch,,Special Attack,50,48 - Sucker Punch,,,,,,,,,,,,,,,,,,,,,,,,
,Special Defense,45,62 - Close Combat,,Special Defense,70,62 - Close Combat,,,,,,,,,,,,,,,,,,,,,,,,
,Speed,95,,,Speed,120,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Evolves at level 26.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Now learns TM31, TM47, HM04",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Meowth,,Learnset,,Persian,,Learnset,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Scratch,,,,1 - Scratch,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Fake Tears,,,,1 - Fake Tears,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Pursuit,,,,1 - Switcheroo,,,,,,,,,,,,,,,,,,,,,,,,
,,,10 - Swift,,,,10 - Swift,,,,,,,,,,,,,,,,,,,,,,,,
,,,18 - Rock Smash,,,,18 - Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,
,NORMAL,DARK,25 - Bite,,NORMAL,DARK,25 - Bite,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 1,Technician,28 - Fake Out,,Ability 1,Technician,28 - Fake Out,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 2,Technician,32 - Sucker Punch,,Ability 2,Technician,32 - Sucker Punch,,,,,,,,,,,,,,,,,,,,,,,,
,Base Stats,,38 - Faint Attack,,Base Stats,,38 - Faint Attack,,,,,,,,,,,,,,,,,,,,,,,,
,HP,40,42 - Crush Claw,,HP,65,42 - Crush Claw,,,,,,,,,,,,,,,,,,,,,,,,
,Attack,75(+30),46 - Knock Off,,Attack,110(+40),46 - Knock Off,,,,,,,,,,,,,,,,,,,,,,,,
,Defense,35,50 - Beat Up,,Defense,60,50 - Beat Up,,,,,,,,,,,,,,,,,,,,,,,,
,Special Attack,70(+30),55 - Double Hit,,Special Attack,110(+45),55 - Double Hit,,,,,,,,,,,,,,,,,,,,,,,,
,Special Defense,40,58 - Double-Edge,,Special Defense,65,58 - Double-Edge,,,,,,,,,,,,,,,,,,,,,,,,
,Speed,100(+10),62 - Night Daze,,Speed,120(+5),62 - Night Daze,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Evolves at level 28.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Now learns TM16, TM33, TM94",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Psyduck,,Learnset,,Golduck,,Learnset,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Scratch,,,,1 - Scratch,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Tail Whip,,,,1 - Tail Whip,,,,,,,,,,,,,,,,,,,,,,,,
,,,5 - Aqua Jet,,,,5 - Aqua Jet,,,,,,,,,,,,,,,,,,,,,,,,
,,,10 - Confusion,,,,10 - Confusion,,,,,,,,,,,,,,,,,,,,,,,,
,,,16 - BubbleBeam,,,,16 - BubbleBeam,,,,,,,,,,,,,,,,,,,,,,,,
,WATER,PSYCHIC,20 - Psybeam,,WATER,PSYCHIC,20 - Psybeam,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 1,Quick Feet,24 - Scald,,Ability 1,Quick Feet,24 - Scald,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 2,Cloud Nine,27 - Extrasensory,,Ability 2,Cloud Nine,27 - Extrasensory,,,,,,,,,,,,,,,,,,,,,,,,
,Base Stats,,31 - Psychic,,Base Stats,,31 - Psychic,,,,,,,,,,,,,,,,,,,,,,,,
,HP,50,35 - Surf,,HP,80,35 - Surf,,,,,,,,,,,,,,,,,,,,,,,,
,Attack,52,44 - Soak,,Attack,72(-10),44 - Soak,,,,,,,,,,,,,,,,,,,,,,,,
,Defense,48,50 - Skill Swap,,Defense,78,50 - Skill Swap,,,,,,,,,,,,,,,,,,,,,,,,
,Special Attack,85(+20),58 - Psycho Boost,,Special Attack,110(+15),58 - Psycho Boost,,,,,,,,,,,,,,,,,,,,,,,,
,Special Defense,50,58 - Hydro Cannon,,Special Defense,80,58 - Hydro Cannon,,,,,,,,,,,,,,,,,,,,,,,,
,Speed,65(+10),,,Speed,95(+10),,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Evolves at level 22.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Now learns TM30, TM33",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mankey,,Learnset,,Primeape,,Learnset,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Scratch,,,,1 - Scratch,,,,,,,,,,,,,,,,,,,,,,,,
,,,6 - Low Kick,,,,6 - Low Kick,,,,,,,,,,,,,,,,,,,,,,,,
,,,11 - Karate Chop,,,,11 - Karate Chop,,,,,,,,,,,,,,,,,,,,,,,,
,,,15 - Pursuit,,,,15 - Pursuit,,,,,,,,,,,,,,,,,,,,,,,,
,,,21 - Brick Break,,,,21 - Brick Break,,,,,,,,,,,,,,,,,,,,,,,,
,DARK,FIGHTING,26 - Knock Off,,DARK,FIGHTING,26 - Knock Off,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 1,Inner Focus,30 - Vital Throw,,Ability 1,Inner Focus,30 - Vital Throw,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 2,Inner Focus,35 - Night Slash,,Ability 2,Inner Focus,35 - Night Slash,,,,,,,,,,,,,,,,,,,,,,,,
,Base Stats,,44 - Submission,,Base Stats,,44 - Submission,,,,,,,,,,,,,,,,,,,,,,,,
,HP,50(+10),50 - Detect,,HP,75(+10),50 - Detect,,,,,,,,,,,,,,,,,,,,,,,,
,Attack,90(+10),56 - Superpower,,Attack,115(+10),56 - Superpower,,,,,,,,,,,,,,,,,,,,,,,,
,Defense,45(+10),62 - Close Combat,,Defense,70(+10),62 - Close Combat,,,,,,,,,,,,,,,,,,,,,,,,
,Special Attack,35,75 - Reversal,,Special Attack,60,75 - Reversal,,,,,,,,,,,,,,,,,,,,,,,,
,Special Defense,45,,,Special Defense,70,,,,,,,,,,,,,,,,,,,,,,,,,
,Speed,80(+10),,,Speed,105(+10),,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Evolves at level 34.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Growlithe,,Learnset,,Arcanine,,Learnset,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Bite,,,,1 - Bite,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Leer,,,,1 - Leer,,,,,,,,,,,,,,,,,,,,,,,,
,,,7 - Tackle,,,,7 - Tackle,,,,,,,,,,,,,,,,,,,,,,,,
,,,11 - Flame Wheel,,,,11 - Flame Wheel,,,,,,,,,,,,,,,,,,,,,,,,
,,,16 - Headbutt,,,,16 - Headbutt,,,,,,,,,,,,,,,,,,,,,,,,
,FIRE,NORMAL,21 - Fire Fang,,FIRE,NORMAL,21 - Fire Fang,,,,,,,,,,,,,,,,,,,,,,,,
